How do you interact with the Numba project? (check all that apply),Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,What kinds of applications do you use Numba for? (check all that apply),Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which of the following Numba features have you found useful? (check all that apply),Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Which of the following Numba features did not work for you or were too limited for your use case? (check all that apply),Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,"Which of the following Numba features were usable for you, but you wish could be improved? (check all that apply)",Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Please rank these Numba development activities in order of how important they are to you. (From highest priority to lowest priority),Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Please rank these potential new Numba features in order of how important they are to you. (From highest priority to lowest priority),Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Do you use llvmlite separately from Numba? (Yes/No),"If you answered yes in Q8, why do you use llvmlite? (check all that apply)",Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,How would you prefer to get Numba project-related announcements and updates? (check all that apply),Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,,,,,,,Financial analytics,,,,,"Numerical simulations / ""Digital Twins""",,,,Support for raising exceptions (raise statement),,,,Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),,Creating C callbacks with @cfunc,Creating NumPy ufuncs with @vectorize or @guvectorize,,,Caching of compiled functions to disk,,,Autovectorization,"The extension API (@overload, etc)",First class function types (types.FunctionType),,,,"Typed containers (typed.List, typed.Dict)",,,,,,,,"Calling back into the Python interpreter using ""with objmode""",,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",Autovectorization,,,,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,,Ahead of time compilation (with numba.pycc),,,,,7,8,1,2,9,4,3,6,5,10,6,3,1,7,8,2,10,11,9,5,4,No,,,,,,,,,,,Email newsletter,
I regularly use Numba to speed up Python code I have personally written.,,,,I am a regular reader of the Numba discussion forums.,,,,,,,Scientific research,,,High performance computing on clusters,,,,,,,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),CUDA kernel compilation (@cuda.jit),,,,,Caching of compiled functions to disk,,,,,,,,,,,,,CUDA kernel compilation (@cuda.jit),,,,,,,,,,,,,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,,,,,,,,,,,,,,2,6,9,8,7,4,5,1,3,10,8,5,10,3,9,6,4,11,2,1,7,No,,,,,,,X (formerly Twitter),,Discourse forums,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,,,,,,,,,,Financial analytics,,,,,,Machine learning / AI,Time series analysis,,,,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,,,,"Typed containers (typed.List, typed.Dict)",,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,,,,"Typed containers (typed.List, typed.Dict)",,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,8,9,4,3,10,1,7,5,2,6,2,1,9,6,7,5,10,11,4,3,8,No,,,,,,,,,,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,,,,,,Hobby,,,Financial analytics,,,,,"Numerical simulations / ""Digital Twins""",,Time series analysis,,,,Support for generators,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,,,,,,,Caching of compiled functions to disk,Ahead of time compilation (with numba.pycc),,Autovectorization,,First class function types (types.FunctionType),,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,,Ahead of time compilation (with numba.pycc),"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,Creating NumPy ufuncs with @vectorize or @guvectorize,,,,Ahead of time compilation (with numba.pycc),,,"Extension API (@overload, etc)",,1,5,9,2,4,3,7,6,8,10,1,6,5,3,9,2,10,11,8,4,7,No,,,,,,,,,,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,,,,,,,,,,,,"Numerical simulations / ""Digital Twins""",Machine learning / AI,Time series analysis,,,,,,Using NumPy functions in compiled code,,,,,,,,,,,,,,,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,,,,,,,,,,,,,,,,,,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,7,8,1,2,9,3,6,4,5,10,6,7,9,5,3,4,10,11,8,1,2,No,,,,,,,,YouTube,,Changelog (in docs),Email newsletter,Blog
I regularly use Numba to speed up Python code I have personally written.,,,,,,,Hobby,,,Financial analytics,Scientific research,,,High performance computing on clusters,,,,,,,,,Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,,,,Creating NumPy ufuncs with @vectorize or @guvectorize,,,,,,Autovectorization,,,,,,,,,,CUDA kernel compilation (@cuda.jit),,,,,,,,,,,,,,,Using NumPy functions in compiled code,,,,,,,,,,,,,,7,8,9,1,4,6,5,3,10,2,3,6,1,5,7,4,10,11,9,2,8,No,,,,,,,,,,,,Blog
I regularly use Numba to speed up Python code I have personally written.,,,,,,,,,,,Scientific research,,,,"Numerical simulations / ""Digital Twins""",,,,,,,,,,,,,Creating NumPy ufuncs with @vectorize or @guvectorize,,,,,,,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,5,6,9,8,7,4,2,3,1,10,3,1,4,6,7,5,10,11,9,2,8,No,,,,,,,,,,,Email newsletter,
I regularly use Numba to speed up Python code I have personally written.,,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,I am a regular reader of the Numba discussion forums.,,,Hobby,Educational projects,Visualization,,Scientific research,,,High performance computing on clusters,"Numerical simulations / ""Digital Twins""",Machine learning / AI,Time series analysis,,,,,,Using NumPy functions in compiled code,,Automatic multithreading with @jit(parallel=True) and/or prange(),,Creating C callbacks with @cfunc,Creating NumPy ufuncs with @vectorize or @guvectorize,Creating stencil functions with @stencil,,,Ahead of time compilation (with numba.pycc),,Autovectorization,,,,,,,,,,CUDA kernel compilation (@cuda.jit),,,,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,,Using NumPy functions in compiled code,,,,Creating C callbacks with @cfunc,Creating NumPy ufuncs with @vectorize or @guvectorize,,,,,,Autovectorization,,,5,8,2,1,9,7,3,6,4,10,3,7,2,6,8,9,10,11,5,1,4,No,,,,,,,,,Discourse forums,Changelog (in docs),,Blog
I regularly use Numba to speed up Python code I have personally written.,,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,I am a regular reader of the Numba discussion forums.,,,,,,,,,,High performance computing on clusters,"Numerical simulations / ""Digital Twins""",Machine learning / AI,,,Support for raising exceptions (raise statement),Support for catching exceptions (try-except statement),Support for generators,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,Caching of compiled functions to disk,Ahead of time compilation (with numba.pycc),"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,Ahead of time compilation (with numba.pycc),"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,"Typed containers (typed.List, typed.Dict)",,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,Caching of compiled functions to disk,Ahead of time compilation (with numba.pycc),"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,9,8,3,4,5,6,2,1,7,10,3,8,9,2,6,7,10,11,5,4,1,No,,,,,,,,,,Changelog (in docs),,Blog
I regularly use Numba to speed up Python code I have personally written.,,,,,,,,,,Financial analytics,Scientific research,,,High performance computing on clusters,"Numerical simulations / ""Digital Twins""",,,,,,Support for generators,,Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,"Calling back into the Python interpreter using ""with objmode""",Caching of compiled functions to disk,Ahead of time compilation (with numba.pycc),,Autovectorization,,,,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,7,6,1,2,8,5,4,3,9,10,6,11,8,7,5,10,9,4,3,1,2,No,,,,,,,X (formerly Twitter),,,,,Blog
I regularly use Numba to speed up Python code I have personally written.,,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,,,,,,,,Scientific research,,,,"Numerical simulations / ""Digital Twins""",,,,,,,,,,,,,,,,,Ahead of time compilation (with numba.pycc),,,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,,,,,,,,,,,,,,Ahead of time compilation (with numba.pycc),,,,,7,8,3,2,9,5,1,4,6,10,3,1,8,5,10,4,9,6,2,7,11,No,,,,,,,,YouTube,,Changelog (in docs),Email newsletter,Blog
I regularly use Numba to speed up Python code I have personally written.,,,,,,,Hobby,Educational projects,,,Scientific research,,,High performance computing on clusters,"Numerical simulations / ""Digital Twins""",,,,,,,,Using NumPy functions in compiled code,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,Caching of compiled functions to disk,,,,,,,,,"Typed containers (typed.List, typed.Dict)",,Compiling Python classes as structs using @jitclass,,CUDA kernel compilation (@cuda.jit),,Creating NumPy ufuncs with @vectorize or @guvectorize,,,,,,,"The extension API (@overload, etc)",,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,7,8,10,1,9,6,2,5,3,4,1,4,9,3,5,2,11,10,8,6,7,No,,,,,,,X (formerly Twitter),YouTube,Discourse forums,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,,,,,,,Educational projects,,,Scientific research,,,High performance computing on clusters,,,,,,,,,Using NumPy functions in compiled code,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,Caching of compiled functions to disk,,,Autovectorization,,,,,,,Using NumPy functions in compiled code,,,CUDA kernel compilation (@cuda.jit),,,,,,,,,,,,,,,,,,,,Creating NumPy ufuncs with @vectorize or @guvectorize,,"Calling back into the Python interpreter using ""with objmode""",,,,,,,7,9,10,1,3,5,4,2,6,8,6,7,3,4,8,5,10,11,9,2,1,No,,,,,,,X (formerly Twitter),YouTube,,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,I maintain a proprietary or non-public project that depends on Numba (might be internal to your organization).,,I am a regular reader of the Numba discussion forums.,,,Hobby,,Visualization,,Scientific research,,,,"Numerical simulations / ""Digital Twins""",Machine learning / AI,,,Support for raising exceptions (raise statement),,,"Typed containers (typed.List, typed.Dict)",,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,Creating stencil functions with @stencil,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",Autovectorization,"The extension API (@overload, etc)",First class function types (types.FunctionType),Support for raising exceptions (raise statement),,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,Autovectorization,,,Support for raising exceptions (raise statement),,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,,,,,,,,,,Autovectorization,,,7,8,1,2,9,5,4,3,6,10,7,8,10,1,3,6,5,11,4,2,9,No,,,,,,,,,,Changelog (in docs),Email newsletter,
I regularly use Numba to speed up Python code I have personally written.,,,,,,,,Educational projects,,,Scientific research,,,High performance computing on clusters,,,,,,,,,,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),CUDA kernel compilation (@cuda.jit),,,,,Caching of compiled functions to disk,,,Autovectorization,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autovectorization,,,8,9,2,1,10,7,4,5,6,3,4,5,3,7,8,6,10,11,9,1,2,No,,,,,,,,,,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,,,,"I answer other people's questions about Numba on forums, StackOverflow, etc.",,,,,,Scientific research,,,High performance computing on clusters,"Numerical simulations / ""Digital Twins""",Machine learning / AI,,,,,,,Using NumPy functions in compiled code,,,,,,,,Caching of compiled functions to disk,,,Autovectorization,"The extension API (@overload, etc)",,,,Support for generators,"Typed containers (typed.List, typed.Dict)",,Compiling Python classes as structs using @jitclass,,,,,,,,,"Debugging tools (gdb support, LLVM IR and assembly dumps, etc)",,,,,,,,,,,,,,,,,Ahead of time compilation (with numba.pycc),,,,,4,5,1,3,10,6,9,2,7,8,4,1,5,6,11,9,10,8,7,3,2,No,,,,,,,,,,Changelog (in docs),,
I regularly use Numba to speed up Python code I have personally written.,I maintain an open source project that depends on Numba.,,,,,,,,Visualization,,Scientific research,,,,"Numerical simulations / ""Digital Twins""",,Time series analysis,Spatial / GIS data set processing,,,,"Typed containers (typed.List, typed.Dict)",Using NumPy functions in compiled code,Compiling Python classes as structs using @jitclass,Automatic multithreading with @jit(parallel=True) and/or prange(),,Creating C callbacks with @cfunc,,,,Caching of compiled functions to disk,,,,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,Caching of compiled functions to disk,,,,,,,,,,,Compiling Python classes as structs using @jitclass,,,,,,,Caching of compiled functions to disk,,,,,,7,8,10,6,9,3,2,1,5,4,3,1,2,5,8,9,10,11,4,7,6,No,,,,,,Mastodon,X (formerly Twitter),,,,Email newsletter,Blog
,,,,,,,,,,,Scientific research,,,,,,,,,,,,,,Automatic multithreading with @jit(parallel=True) and/or prange(),,,,,,Caching of compiled functions to disk,,,Autovectorization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Changelog (in docs),,
